time;temperature_2m_max;temperature_2m_min;temperature_2m_mean;precipitation_sum;wind_speed_10m_max;weather_code;fecha_arr;Ano;Dia_semana;Tipo_dia
2025-06-16;19,1;7,9;13,5;2,6;11,9;61;2025-06-16;2025;Lunes;Día lluvioso
2025-06-17;19,0;8,5;13,6;2,4;14,8;53;2025-06-17;2025;Martes;Día lluvioso
2025-06-18;17,0;9,3;12,9;0,4;12,9;51;2025-06-18;2025;Miércoles;Día lluvioso
2025-06-19;18,1;7,2;12,8;0,5;13,9;51;2025-06-19;2025;Jueves;Día lluvioso
2025-06-20;18,6;8,8;13,7;0,1;12,1;51;2025-06-20;2025;Viernes;Día lluvioso
2025-06-21;18,5;10,9;13,9;1,8;14,8;51;2025-06-21;2025;Sábado;Día lluvioso
2025-06-22;18,3;11,2;13,8;27,7;7,7;65;2025-06-22;2025;Domingo;Día lluvioso
2025-06-23;20,8;11,3;14,6;12,8;10,3;63;2025-06-23;2025;Lunes;Día lluvioso
2025-06-24;17,6;9,9;12,7;4,9;12,4;63;2025-06-24;2025;Martes;Día lluvioso
2025-06-25;17,7;6,3;12,6;0,0;14,7;3;2025-06-25;2025;Miércoles;Día sin lluvia
2025-06-26;20,3;6,3;13,1;0,1;11,9;51;2025-06-26;2025;Jueves;Día lluvioso
2025-06-27;18,7;8,3;13,3;2,2;13,2;51;2025-06-27;2025;Viernes;Día lluvioso
2025-06-28;18,3;7,9;13,1;0,1;15,9;51;2025-06-28;2025;Sábado;Día lluvioso
2025-06-29;18,4;7,1;13,1;2,6;12,2;53;2025-06-29;2025;Domingo;Día lluvioso
2025-06-30;18,0;10,2;13,6;3,5;12,4;55;2025-06-30;2025;Lunes;Día lluvioso
2025-07-01;16,9;9,4;13,0;4,2;11,7;55;2025-07-01;2025;Martes;Día lluvioso
2025-07-02;17,5;8,4;12,8;0,6;11,5;51;2025-07-02;2025;Miércoles;Día lluvioso
2025-07-03;16,4;8,9;12,7;1,2;17,1;51;2025-07-03;2025;Jueves;Día lluvioso
2025-07-04;16,5;8,8;12,5;1,3;15,8;51;2025-07-04;2025;Viernes;Día lluvioso
2025-07-05;17,0;10,3;12,9;1,1;16,1;51;2025-07-05;2025;Sábado;Día lluvioso
2025-07-06;17,9;9,1;13,0;0,5;13,2;51;2025-07-06;2025;Domingo;Día lluvioso
2025-07-07;18,5;8,6;13,6;0,9;13,5;51;2025-07-07;2025;Lunes;Día lluvioso
2025-07-08;17,7;8,7;12,7;1,5;11,1;51;2025-07-08;2025;Martes;Día lluvioso
2025-07-09;17,3;10,0;13,1;3,1;12,6;53;2025-07-09;2025;Miércoles;Día lluvioso
2025-07-10;18,2;9,9;13,8;2,5;13,3;53;2025-07-10;2025;Jueves;Día lluvioso
2025-07-11;18,5;10,6;13,6;5,7;11,1;53;2025-07-11;2025;Viernes;Día lluvioso
2025-07-12;16,1;10,9;12,9;0,9;13,4;51;2025-07-12;2025;Sábado;Día lluvioso
2025-07-13;17,6;10,1;13,2;0,9;14,4;51;2025-07-13;2025;Domingo;Día lluvioso
2025-07-14;18,1;9,5;13,2;1,0;13,4;51;2025-07-14;2025;Lunes;Día lluvioso
2025-07-15;18,1;10,2;13,4;0,7;14,6;51;2025-07-15;2025;Martes;Día lluvioso
2025-07-16;17,9;7,9;12,7;1,5;11,8;51;2025-07-16;2025;Miércoles;Día lluvioso
2025-07-17;18,2;10,4;13,6;1,8;11,3;53;2025-07-17;2025;Jueves;Día lluvioso
2025-07-18;19,0;11,2;14,0;2,4;12,0;53;2025-07-18;2025;Viernes;Día lluvioso
2025-07-19;16,7;11,0;13,2;5,4;13,5;61;2025-07-19;2025;Sábado;Día lluvioso
2025-07-20;18,5;11,2;14,0;4,8;12,1;53;2025-07-20;2025;Domingo;Día lluvioso
2025-07-21;18,9;8,9;13,9;1,2;12,3;51;2025-07-21;2025;Lunes;Día lluvioso
2025-07-22;18,5;9,0;13,8;6,6;12,0;63;2025-07-22;2025;Martes;Día lluvioso
2025-07-23;18,8;10,3;13,8;1,2;12,0;51;2025-07-23;2025;Miércoles;Día lluvioso
2025-07-24;18,8;10,2;14,1;1,3;12,2;51;2025-07-24;2025;Jueves;Día lluvioso
2025-07-25;19,0;10,7;14,2;1,6;11,9;53;2025-07-25;2025;Viernes;Día lluvioso
2025-07-26;17,6;9,4;13,6;0,7;11,5;51;2025-07-26;2025;Sábado;Día lluvioso
2025-07-27;19,6;9,6;14,5;1,5;13,2;53;2025-07-27;2025;Domingo;Día lluvioso
2025-07-28;19,4;8,2;14,0;0,6;12,5;51;2025-07-28;2025;Lunes;Día lluvioso
2025-07-29;18,4;7,2;12,9;2,2;13,3;51;2025-07-29;2025;Martes;Día lluvioso
2025-07-30;18,8;9,0;13,8;0,9;12,7;51;2025-07-30;2025;Miércoles;Día lluvioso
2025-07-31;20,1;7,1;13,6;0,6;15,3;51;2025-07-31;2025;Jueves;Día lluvioso
2025-08-01;19,8;8,3;13,7;1,4;14,1;51;2025-08-01;2025;Viernes;Día lluvioso
2025-08-02;19,4;9,5;13,9;8,5;9,7;63;2025-08-02;2025;Sábado;Día lluvioso
2025-08-03;18,8;9,9;14,0;1,0;12,8;51;2025-08-03;2025;Domingo;Día lluvioso
2025-08-04;18,1;9,6;13,3;1,1;14,3;51;2025-08-04;2025;Lunes;Día lluvioso
2025-08-05;19,6;5,8;12,6;0,0;17,8;3;2025-08-05;2025;Martes;Día sin lluvia
2025-08-06;20,1;6,7;13,1;0,4;11,6;51;2025-08-06;2025;Miércoles;Día lluvioso
2025-08-07;18,8;7,8;12,9;12,7;9,1;63;2025-08-07;2025;Jueves;Día lluvioso
2025-08-08;18,4;11,1;14,0;1,7;11,5;53;2025-08-08;2025;Viernes;Día lluvioso
2025-08-09;17,2;10,1;12,8;4,1;10,6;55;2025-08-09;2025;Sábado;Día lluvioso
2025-08-10;19,0;9,8;14,0;0,8;16,6;51;2025-08-10;2025;Domingo;Día lluvioso
2025-08-11;17,9;10,1;13,4;0,6;13,0;51;2025-08-11;2025;Lunes;Día lluvioso
2025-08-12;19,6;7,3;13,4;0,0;10,4;3;2025-08-12;2025;Martes;Día sin lluvia
2025-08-13;16,8;6,7;12,2;1,6;11,3;51;2025-08-13;2025;Miércoles;Día lluvioso
2025-08-14;18,2;6,4;12,8;0,2;11,3;51;2025-08-14;2025;Jueves;Día lluvioso
2025-08-15;18,4;10,6;14,0;0,8;18,4;53;2025-08-15;2025;Viernes;Día lluvioso
2025-08-16;19,3;9,3;13,5;1,6;8,9;53;2025-08-16;2025;Sábado;Día lluvioso
2025-08-17;19,3;10,0;14,3;1,1;9,8;51;2025-08-17;2025;Domingo;Día lluvioso
2025-08-18;20,2;10,2;14,2;0,1;14,6;51;2025-08-18;2025;Lunes;Día lluvioso
2025-08-19;19,5;9,4;13,7;13,1;8,7;63;2025-08-19;2025;Martes;Día lluvioso
2025-08-20;20,4;7,5;13,9;0,9;12,3;53;2025-08-20;2025;Miércoles;Día lluvioso
2025-08-21;20,0;8,0;14,3;0,1;14,1;51;2025-08-21;2025;Jueves;Día lluvioso
2025-08-22;19,2;7,8;14,2;0,5;12,3;51;2025-08-22;2025;Viernes;Día lluvioso
2025-08-23;19,6;9,8;14,2;4,4;14,5;61;2025-08-23;2025;Sábado;Día lluvioso
2025-08-24;20,8;7,4;13,9;0,2;14,4;51;2025-08-24;2025;Domingo;Día lluvioso
2025-08-25;17,2;9,6;13,2;1,8;15,7;53;2025-08-25;2025;Lunes;Día lluvioso
2025-08-26;16,2;8,3;12,4;2,5;8,8;53;2025-08-26;2025;Martes;Día lluvioso
2025-08-27;18,0;10,7;13,6;0,7;16,7;51;2025-08-27;2025;Miércoles;Día lluvioso
2025-08-28;18,6;10,3;13,6;0,5;14,7;51;2025-08-28;2025;Jueves;Día lluvioso
2025-08-29;18,7;8,2;13,1;1,0;14,1;51;2025-08-29;2025;Viernes;Día lluvioso
2025-08-30;22,5;7,6;14,6;0,1;14,1;51;2025-08-30;2025;Sábado;Día lluvioso
2025-08-31;20,6;8,9;14,5;1,3;13,4;51;2025-08-31;2025;Domingo;Día lluvioso
2025-09-01;18,9;9,2;13,7;1,2;14,1;51;2025-09-01;2025;Lunes;Día lluvioso
2025-09-02;19,3;9,6;13,7;2,0;13,8;51;2025-09-02;2025;Martes;Día lluvioso
2025-09-03;18,6;7,2;13,3;0,5;13,1;51;2025-09-03;2025;Miércoles;Día lluvioso
2025-09-04;18,3;10,9;13,8;6,7;13,1;61;2025-09-04;2025;Jueves;Día lluvioso
2025-09-05;18,1;8,2;13,2;0,6;16,0;51;2025-09-05;2025;Viernes;Día lluvioso
2025-09-06;18,5;8,2;13,5;0,4;14,9;51;2025-09-06;2025;Sábado;Día lluvioso
2025-09-07;18,6;9,1;13,3;2,4;9,1;55;2025-09-07;2025;Domingo;Día lluvioso
2025-09-08;19,5;9,2;13,9;1,0;13,2;51;2025-09-08;2025;Lunes;Día lluvioso
2025-09-09;19,8;8,2;13,6;1,3;12,5;51;2025-09-09;2025;Martes;Día lluvioso
2025-09-10;18,6;6,8;13,1;1,3;14,5;51;2025-09-10;2025;Miércoles;Día lluvioso
2025-09-11;19,2;8,6;13,8;0,8;15,8;51;2025-09-11;2025;Jueves;Día lluvioso
2025-09-12;20,1;8,5;14,0;0,3;14,1;51;2025-09-12;2025;Viernes;Día lluvioso
2025-09-13;19,3;9,1;13,7;0,1;16,9;51;2025-09-13;2025;Sábado;Día lluvioso
2025-09-14;19,2;6,6;13,2;0,7;15,6;51;2025-09-14;2025;Domingo;Día lluvioso
2025-09-15;18,5;10,2;13,8;1,7;14,6;51;2025-09-15;2025;Lunes;Día lluvioso
2025-09-16;20,1;10,1;14,6;0,4;14,7;51;2025-09-16;2025;Martes;Día lluvioso
2025-09-17;21,4;7,9;13,9;2,1;11,1;53;2025-09-17;2025;Miércoles;Día lluvioso
2025-09-18;19,4;10,4;13,7;0,6;10,6;51;2025-09-18;2025;Jueves;Día lluvioso
2025-09-19;20,0;9,7;14,4;2,8;9,7;55;2025-09-19;2025;Viernes;Día lluvioso
2025-09-20;19,5;11,1;13,9;10,7;12,4;63;2025-09-20;2025;Sábado;Día lluvioso
2025-09-21;20,6;7,1;14,0;0,0;13,9;3;2025-09-21;2025;Domingo;Día sin lluvia
2025-09-22;21,8;7,1;14,0;0,5;8,6;51;2025-09-22;2025;Lunes;Día lluvioso
2025-09-23;19,9;8,2;13,7;3,3;12,9;61;2025-09-23;2025;Martes;Día lluvioso
2025-09-24;18,8;8,7;13,6;0,2;17,8;51;2025-09-24;2025;Miércoles;Día lluvioso
2025-09-25;19,9;9,4;14,2;0,6;16,9;51;2025-09-25;2025;Jueves;Día lluvioso
2025-09-26;19,0;7,2;13,2;0,0;16,2;3;2025-09-26;2025;Viernes;Día sin lluvia
2025-09-27;19,9;10,3;14,4;4,9;10,0;63;2025-09-27;2025;Sábado;Día lluvioso
2025-09-28;18,1;9,5;13,7;0,3;13,0;51;2025-09-28;2025;Domingo;Día lluvioso
2025-09-29;19,3;9,6;14,0;13,7;8,9;65;2025-09-29;2025;Lunes;Día lluvioso
2025-09-30;18,8;11,1;13,9;9,9;5,9;63;2025-09-30;2025;Martes;Día lluvioso
2025-10-01;19,4;10,1;13,8;0,3;12,6;51;2025-10-01;2025;Miércoles;Día lluvioso
2025-10-02;19,1;9,8;14,0;1,0;13,9;51;2025-10-02;2025;Jueves;Día lluvioso
2025-10-03;19,3;10,2;14,0;1,8;12,9;53;2025-10-03;2025;Viernes;Día lluvioso
2025-10-04;19,7;8,4;13,6;0,5;12,8;51;2025-10-04;2025;Sábado;Día lluvioso
2025-10-05;19,3;9,7;14,0;0,9;12,5;51;2025-10-05;2025;Domingo;Día lluvioso
2025-10-06;20,6;8,1;13,4;0,6;10,8;51;2025-10-06;2025;Lunes;Día lluvioso
2025-10-07;19,4;9,6;13,8;2,9;10,7;55;2025-10-07;2025;Martes;Día lluvioso
2025-10-08;18,0;8,1;12,8;1,4;12,1;51;2025-10-08;2025;Miércoles;Día lluvioso
2025-10-09;19,2;8,8;14,1;7,2;10,6;63;2025-10-09;2025;Jueves;Día lluvioso
2025-10-10;19,1;11,2;14,3;2,4;8,4;53;2025-10-10;2025;Viernes;Día lluvioso
2025-10-11;19,3;10,5;13,5;11,5;8,0;63;2025-10-11;2025;Sábado;Día lluvioso
2025-10-12;19,6;10,1;13,4;11,5;13,4;65;2025-10-12;2025;Domingo;Día lluvioso
2025-10-13;18,9;8,2;13,2;3,9;11,4;63;2025-10-13;2025;Lunes;Día lluvioso
2025-10-14;17,0;9,4;13,1;0,7;14,2;51;2025-10-14;2025;Martes;Día lluvioso
2025-10-15;19,7;7,8;13,3;2,6;12,3;61;2025-10-15;2025;Miércoles;Día lluvioso
2025-10-16;19,6;10,4;13,8;1,6;9,4;53;2025-10-16;2025;Jueves;Día lluvioso
2025-10-17;18,2;10,8;13,7;8,4;7,7;63;2025-10-17;2025;Viernes;Día lluvioso
2025-10-18;18,3;10,6;13,8;5,9;12,2;61;2025-10-18;2025;Sábado;Día lluvioso
2025-10-19;19,0;7,9;13,0;0,4;13,7;51;2025-10-19;2025;Domingo;Día lluvioso
2025-10-20;20,0;9,7;14,3;0,8;11,2;51;2025-10-20;2025;Lunes;Día lluvioso
2025-10-21;19,9;10,0;14,1;0,8;9,9;51;2025-10-21;2025;Martes;Día lluvioso
2025-10-22;20,8;11,3;14,5;0,9;9,4;53;2025-10-22;2025;Miércoles;Día lluvioso
2025-10-23;20,4;10,4;14,5;8,3;11,4;63;2025-10-23;2025;Jueves;Día lluvioso
2025-10-24;19,5;11,8;14,9;2,0;13,1;53;2025-10-24;2025;Viernes;Día lluvioso
2025-10-25;19,9;10,7;14,7;0,4;12,8;51;2025-10-25;2025;Sábado;Día lluvioso
2025-10-26;19,3;9,8;14,4;0,5;8,3;51;2025-10-26;2025;Domingo;Día lluvioso
2025-10-27;20,6;10,0;14,2;9,8;7,5;63;2025-10-27;2025;Lunes;Día lluvioso
2025-10-28;19,5;9,9;14,1;0,6;10,7;51;2025-10-28;2025;Martes;Día lluvioso
2025-10-29;19,9;8,5;12,9;4,7;11,7;55;2025-10-29;2025;Miércoles;Día lluvioso
2025-10-30;20,1;9,2;14,5;0,6;10,1;51;2025-10-30;2025;Jueves;Día lluvioso
2025-10-31;18,5;10,0;13,6;0,5;10,8;51;2025-10-31;2025;Viernes;Día lluvioso
2025-11-01;20,0;8,0;14,0;0,4;11,7;51;2025-11-01;2025;Sábado;Día lluvioso
2025-11-02;20,6;8,5;14,5;0,0;10,3;3;2025-11-02;2025;Domingo;Día sin lluvia
2025-11-03;21,7;8,7;14,5;1,0;9,3;51;2025-11-03;2025;Lunes;Día lluvioso
2025-11-04;21,9;11,1;15,1;1,5;13,1;53;2025-11-04;2025;Martes;Día lluvioso
2025-11-05;21,7;10,2;14,8;1,0;11,7;51;2025-11-05;2025;Miércoles;Día lluvioso
2025-11-06;18,8;10,6;13,3;11,6;8,1;63;2025-11-06;2025;Jueves;Día lluvioso
2025-11-07;21,9;7,9;14,5;0,7;8,8;51;2025-11-07;2025;Viernes;Día lluvioso
2025-11-08;22,7;8,3;15,1;0,1;11,0;51;2025-11-08;2025;Sábado;Día lluvioso
2025-11-09;21,4;9,7;15,1;1,2;12,5;51;2025-11-09;2025;Domingo;Día lluvioso
2025-11-10;20,6;11,5;15,3;1,3;14,6;51;2025-11-10;2025;Lunes;Día lluvioso
2025-11-11;21,8;9,5;15,0;1,9;12,4;53;2025-11-11;2025;Martes;Día lluvioso
2025-11-12;22,5;11,4;15,4;8,8;13,6;63;2025-11-12;2025;Miércoles;Día lluvioso
2025-11-13;21,1;10,8;14,9;4,1;10,0;63;2025-11-13;2025;Jueves;Día lluvioso
2025-11-14;19,9;11,7;14,8;3,5;8,0;53;2025-11-14;2025;Viernes;Día lluvioso
2025-11-15;18,5;11,4;14,1;22,2;10,0;65;2025-11-15;2025;Sábado;Día lluvioso
2025-11-16;18,3;11,8;14,2;10,5;10,1;63;2025-11-16;2025;Domingo;Día lluvioso
2025-11-17;20,6;11,3;14,7;3,3;7,9;61;2025-11-17;2025;Lunes;Día lluvioso
2025-11-18;20,9;10,4;14,5;1,1;10,4;51;2025-11-18;2025;Martes;Día lluvioso
2025-11-19;20,6;9,4;14,2;2,0;9,7;53;2025-11-19;2025;Miércoles;Día lluvioso
2025-11-20;20,1;8,6;13,6;0,6;12,5;51;2025-11-20;2025;Jueves;Día lluvioso
2025-11-21;20,5;9,0;13,5;7,5;11,5;63;2025-11-21;2025;Viernes;Día lluvioso
2025-11-22;21,8;9,8;14,9;3,6;13,4;61;2025-11-22;2025;Sábado;Día lluvioso
2025-11-23;20,9;11,2;14,6;11,3;11,4;63;2025-11-23;2025;Domingo;Día lluvioso
2025-11-24;20,0;11,3;14,3;1,3;9,0;51;2025-11-24;2025;Lunes;Día lluvioso
2025-11-25;20,5;10,3;14,8;0,9;11,4;51;2025-11-25;2025;Martes;Día lluvioso
2025-11-26;20,2;8,7;14,1;0,2;11,4;51;2025-11-26;2025;Miércoles;Día lluvioso
2025-11-27;20,7;10,0;14,7;0,5;11,2;51;2025-11-27;2025;Jueves;Día lluvioso
2025-11-28;20,2;10,3;13,9;1,5;11,4;51;2025-11-28;2025;Viernes;Día lluvioso
2025-11-29;20,7;7,7;13,4;9,3;8,0;63;2025-11-29;2025;Sábado;Día lluvioso
2025-11-30;19,4;10,4;13,5;11,1;13,6;63;2025-11-30;2025;Domingo;Día lluvioso
2025-12-01;19,8;9,9;13,4;9,4;8,6;61;2025-12-01;2025;Lunes;Día lluvioso
2025-12-02;18,7;10,8;13,7;1,2;9,6;53;2025-12-02;2025;Martes;Día lluvioso
2025-12-03;20,3;10,2;13,9;0,7;14,4;51;2025-12-03;2025;Miércoles;Día lluvioso
2025-12-04;18,9;10,1;13,6;8,4;12,0;63;2025-12-04;2025;Jueves;Día lluvioso
2025-12-05;17,4;10,7;13,6;9,4;10,9;63;2025-12-05;2025;Viernes;Día lluvioso
2025-12-06;19,3;9,2;13,1;2,3;12,7;61;2025-12-06;2025;Sábado;Día lluvioso
2025-12-07;19,0;8,1;12,9;5,0;11,2;61;2025-12-07;2025;Domingo;Día lluvioso
2025-12-08;19,4;7,8;13,3;0,8;10,1;51;2025-12-08;2025;Lunes;Día lluvioso
2025-12-09;19,6;9,2;13,3;4,4;9,1;61;2025-12-09;2025;Martes;Día lluvioso
2025-12-10;19,6;7,9;13,4;0,4;12,2;51;2025-12-10;2025;Miércoles;Día lluvioso
2025-12-11;19,7;7,9;13,6;0,3;10,5;51;2025-12-11;2025;Jueves;Día lluvioso
2025-12-12;18,9;8,3;13,3;0,2;11,7;51;2025-12-12;2025;Viernes;Día lluvioso
2025-12-13;19,8;6,7;13,2;0,5;12,9;51;2025-12-13;2025;Sábado;Día lluvioso
2025-12-14;20,1;7,5;13,2;0,5;13,1;51;2025-12-14;2025;Domingo;Día lluvioso
2025-12-15;21,4;8,3;13,8;0,2;13,4;51;2025-12-15;2025;Lunes;Día lluvioso
2025-12-16;21,3;10,9;14,5;1,3;12,1;53;2025-12-16;2025;Martes;Día lluvioso
2025-12-17;20,9;10,7;14,8;0,4;9,1;51;2025-12-17;2025;Miércoles;Día lluvioso
2025-12-18;22,1;10,4;14,8;1,3;11,9;53;2025-12-18;2025;Jueves;Día lluvioso
2025-12-19;21,8;10,0;14,6;3,3;16,8;55;2025-12-19;2025;Viernes;Día lluvioso
2025-12-20;20,9;10,0;14,5;1,1;11,1;51;2025-12-20;2025;Sábado;Día lluvioso
2025-12-21;20,5;10,5;14,8;1,6;10,3;53;2025-12-21;2025;Domingo;Día lluvioso
2025-12-22;22,1;9,4;14,3;4,7;12,4;61;2025-12-22;2025;Lunes;Día lluvioso
2025-12-23;21,5;10,3;15,0;2,9;14,9;53;2025-12-23;2025;Martes;Día lluvioso
2025-12-24;20,4;11,0;14,9;3,4;12,5;55;2025-12-24;2025;Miércoles;Día lluvioso
2025-12-25;20,3;10,7;14,3;0,2;14,4;51;2025-12-25;2025;Jueves;Día lluvioso
2025-12-26;21,0;10,0;14,4;0,1;14,3;51;2025-12-26;2025;Viernes;Día lluvioso
2025-12-27;20,7;10,1;14,6;0,0;15,7;3;2025-12-27;2025;Sábado;Día sin lluvia
2025-12-28;19,8;6,0;13,3;0,0;18,1;3;2025-12-28;2025;Domingo;Día sin lluvia
2025-12-29;20,0;8,5;13,8;0,0;15,6;3;2025-12-29;2025;Lunes;Día sin lluvia
2025-12-30;19,8;11,3;14,5;1,0;14,7;51;2025-12-30;2025;Martes;Día lluvioso
2025-12-31;20,8;10,6;15,2;0,8;14,2;51;2025-12-31;2025;Miércoles;Día lluvioso
